SG1,SG2,SG3,SG4,SG5,LVDT1,LVDT2,LVDT3,LVDT4,LVDT5,applied_load,crack_length
0.346015289,0.799897528,0.974788366,0.997857001,0.338158652,0.007067912,0.060523844,0.060240928,0.021378226,0.054766454,30,0
0.209873588,0.44931383,0.283144691,0.725328612,0.112582807,0.088195553,0.078807882,0.096907688,0.040432605,0.045858365,30,0
0.562589589,0.543843142,0.835834084,0.423545511,0.322909636,0.050488523,0.061534228,0.062165764,0.040938512,0.074255925,30,0
0.329225699,0.068745805,0.970390536,0.268822797,0.397655225,0.00170057,0.059298609,0.099381518,0.076839841,0.037129771,30,0
0.109546737,0.961945216,0.636381864,0.407091359,0.585164744,0.00918292,0.053570596,0.042534888,0.020492139,0.087028815,30,1
0.075435152,0.674079801,0.796337468,0.757685927,0.105063794,0.064081486,0.091005991,0.059621328,0.011591898,0.059528198,30,1
0.963164055,0.65577827,0.203039582,0.596413669,0.265106823,0.079996497,0.001310655,0.061982648,0.019753902,0.056253298,30,1
0.030665711,0.844895822,0.367641313,0.874749451,0.678752182,0.078681056,0.082626161,0.040977996,0.053515818,0.002111455,30,1
0.787569416,0.606501682,0.43923787,0.363064651,0.100905332,0.017782324,0.084613632,0.021614535,0.056885045,0.077012603,30,1
0.65207431,0.512321702,0.469700125,0.720551335,0.437654711,0.037315652,0.059739515,0.017045076,0.013161676,0.044859416,30,1
0.22468641,0.723634215,0.575775222,0.159691475,0.401246371,0.038807082,0.022739831,0.038081072,0.072608471,0.045626653,30,1
0.227829287,0.155824195,0.065874167,0.964170449,0.316371526,0.046917009,0.081165677,0.057992329,0.05984528,0.038969073,30,1
0.63269434,0.704849254,0.401384183,0.153113359,0.492506031,0.022439704,0.0436966,0.047094866,0.032100913,0.075380024,30,1
0.65137003,0.181715716,0.584620196,0.323009235,0.642360921,0.051626575,0.020686498,0.093721365,0.086885489,0.024262079,30,1
0.905509244,0.964369729,0.957932028,0.968632698,0.858253609,0.025300726,0.09635845,0.046741214,0.005590293,0.076254817,30,1
0.042931857,0.695569607,0.643956805,0.923610658,0.237255918,0.002455402,0.091602059,0.094354068,0.0436587,0.064374758,30,1
0.706544227,0.784554278,0.286761951,0.555286706,0.372993264,0.042162872,0.052381695,0.083176953,0.089845796,0.094704789,30,1
0.09682512,0.204207482,0.830929994,0.715311849,0.41228925,0.028103497,0.045369999,0.001563347,0.025078172,0.090341665,30,1
0.539125832,0.789749886,0.041714247,0.014771774,0.90937203,0.095546212,0.023102287,0.042162586,0.022234453,0.065895522,30,1
0.651776986,0.853851455,0.717163488,0.590569625,0.456825491,0.033209162,0.073151899,0.096570727,0.059979243,0.054483199,30,1
0.152902913,0.381635079,0.658563393,0.061067699,0.647539584,0.034190794,0.074525058,0.077831625,0.062453192,0.018207716,30,1
0.222707006,0.114866739,0.774843476,0.516833213,0.819872142,0.048915684,0.03384569,0.061780054,0.076419746,0.009744968,30,1
0.819764552,0.683102189,0.923715137,0.083882705,0.60475077,0.008014799,0.037794156,0.057179861,0.080322477,0.061665066,30,1
0.566363817,0.352649414,0.199962762,0.483587313,0.39687111,0.084122135,0.09078343,0.052284724,0.042474804,0.057814608,30,1
0.293890146,0.209018803,0.438131442,0.011898256,0.017262244,0.082047019,0.045291992,0.03800194,0.021479756,0.072277707,30,2
0.911789097,0.580338247,0.308506932,0.05556077,0.350630908,0.094220039,0.059951734,0.048427515,0.08535004,0.048830267,30,2
0.901561585,0.705959426,0.589538274,0.213790044,0.084749552,0.056128448,0.088054957,0.034639938,0.082104468,0.098994679,30,2
0.261439964,0.305246848,0.741614548,0.859218877,0.686844085,0.039433673,0.049391969,0.069246324,0.064146768,0.014933555,30,2
0.855354431,0.855526955,0.366438501,0.70183921,0.552765245,0.062298496,0.043258319,0.042461503,0.007125504,0.075970683,30,2
0.054498912,0.889930622,0.41781313,0.180014638,0.456161289,0.018714213,0.062915738,0.076091434,0.052166195,0.061360284,30,2
0.121247442,0.701149302,0.447411133,0.109433708,0.389176341,0.020307281,0.038676523,0.005159638,0.022846086,0.015977968,30,2
0.312791142,0.458564352,0.53821212,0.265000498,0.679849286,0.065107296,0.042353034,0.065144311,0.0029299,0.057513202,30,2
0.731181032,0.960738512,0.042197676,0.90927901,0.316240516,0.089508172,0.040175107,0.09124168,0.083576872,0.005062337,30,2
0.467657062,0.415987724,0.98200065,0.120330504,0.028413438,0.0577896,0.070932881,0.053005979,0.077567579,0.096185923,30,2
0.697243472,0.660978177,0.224256478,0.174775262,0.907171838,0.070502529,0.08937148,0.005905005,0.092953166,0.009015959,30,2
0.647388555,0.115661338,0.064594127,0.922963601,0.490770513,0.00760902,0.097082484,0.007543746,0.02833098,0.021686065,30,2
0.896689554,0.549607158,0.428041664,0.870123882,0.477974198,0.029183587,0.061038248,0.059804508,0.061510184,0.055153401,30,2
0.072120629,0.880181013,0.230106048,0.791369665,0.29660705,0.041907748,0.026643761,0.072283702,0.041524851,0.077095037,30,2
0.727697497,0.438152109,0.884198625,0.845000201,0.873436971,0.096591029,0.030229011,0.079889084,0.066821563,0.060167174,30,2
0.97611714,0.718085995,0.52080531,0.659231978,0.069349668,0.093838071,0.091307087,0.015735597,0.08111858,0.000632815,30,2
0.912595807,0.816419555,0.200658944,0.960855355,0.970278563,0.098201239,0.060054762,0.029344919,0.076297291,0.011479702,30,2
0.406074849,0.355578562,0.023196141,0.653806165,0.730625937,0.003665766,0.035319269,0.075912334,0.022205089,0.074933837,30,2
0.662089384,0.633612338,0.545410305,0.192052887,0.860064575,0.06158353,0.072599334,0.087896702,0.062129673,0.078101106,30,2
0.570858531,0.791587048,0.424593338,0.260081854,0.247720521,0.093060795,0.065906512,0.072181326,0.047209128,0.095694631,30,2
0.653168902,0.283468741,0.728404486,0.808479885,0.898043451,0.097806771,0.045245919,0.070374393,0.075403201,0.09390247,30,3
0.847992032,0.580931468,0.75665496,0.739529936,0.32478035,0.051334912,0.041985618,0.022737371,0.009959068,0.054696821,30,3
0.004071236,0.029207347,0.759721525,0.510276043,0.822579228,0.049856295,0.07342942,0.090706562,0.044223979,0.028036063,30,3
0.107739221,0.52494966,0.309155113,0.530265695,0.905807086,0.069043532,0.091942469,0.095082238,0.041376418,0.063786198,30,3
0.282942465,0.215060763,0.740741073,0.210723948,0.291535923,0.050095904,0.059712424,0.090433869,0.041028531,0.047848685,30,3
0.473136992,0.694484641,0.614742463,0.143070472,0.941368361,0.076998686,0.035517298,0.005502773,0.007784848,0.016415754,30,3
0.589874854,0.878545143,0.041716558,0.691013484,0.71665829,0.092578234,0.096395492,0.024292066,0.022935498,0.011123294,30,3
0.339109235,0.234745307,0.562848429,0.5996984,0.237697962,0.008295091,0.013997777,0.001099648,0.082563666,0.021554002,30,3
0.917481693,0.936119789,0.703607112,0.30337214,0.780205426,0.050067494,0.071172489,0.064466957,0.032097178,0.076970183,30,3
0.029208462,0.266797121,0.723802856,0.041993236,0.70638771,0.019298533,0.015835873,0.077592173,0.064622232,0.07722081,30,3
0.160699629,0.380533958,0.654608171,0.80181713,0.555330331,0.057149439,0.008846878,0.018926512,0.098528435,0.084813154,30,3
0.674088534,0.667063071,0.027820895,0.878038531,0.763773467,0.043816755,0.091140743,0.020576117,0.061668884,0.045755127,30,3
0.968102294,0.317162395,0.312608599,0.412859765,0.352512953,0.051398172,0.088278201,0.026399682,0.022483168,0.028999513,30,3
0.84459944,0.477514696,0.817059635,0.478231252,0.972984433,0.052468785,0.086607688,0.073520821,0.006741157,0.095789754,30,3
0.998327077,0.032401049,0.451769997,0.967997104,0.880468294,0.026423893,0.053943994,0.054243204,0.033230472,0.096819994,30,3
0.128392143,0.569724943,0.869038678,0.363846531,0.82408422,0.093088454,0.041916268,0.054795081,0.073306598,0.04562038,30,3
0.43986418,0.332348115,0.986659476,0.569972163,0.779475268,0.062446145,0.073025455,0.078417356,0.080986999,0.05809207,30,3
0.695571455,0.078697313,0.120358433,0.679266892,0.542625606,0.039255248,0.047475681,0.037608198,0.08795861,0.051200246,30,3
0.098831822,0.210935682,0.229037381,0.653039756,0.933774629,0.088818551,0.013636881,0.095507875,0.020133442,0.070507797,30,3
0.206538716,0.583673616,0.99816266,0.131104374,0.556263443,0.02640004,0.043243853,0.020795881,0.008220375,0.072473472,30,3
0.006887831,0.30907912,0.316114096,0.77236722,0.961364725,0.019102506,0.091456045,0.070042677,0.096025005,0.071173554,30,4
0.625063247,0.538394084,0.731706789,0.987559705,0.524005267,0.099941154,0.028388677,0.058392596,0.070679724,0.027169073,30,4
0.50246752,0.274740844,0.861611283,0.937479286,0.403479967,0.082556801,0.018335737,0.026602894,0.075022212,0.016588677,30,4
0.797595962,0.113863495,0.962881575,0.132235545,0.903576134,0.070090962,0.054246971,0.082292351,0.084421846,0.007530827,30,4
0.001070489,0.989632681,0.821309264,0.903566953,0.942777196,0.018786632,0.088898414,0.061567284,0.064046734,0.011825577,30,4
0.806461535,0.758032114,0.318821818,0.116210211,0.816558504,0.082958046,0.027218424,0.042016564,0.058274895,0.022524926,30,4
0.304498649,0.755022575,0.301090813,0.546813407,0.13294645,0.050840266,0.04198252,0.067827913,0.062456822,0.050268823,30,4
0.624952398,0.157388117,0.240957064,0.662272061,0.360347046,0.007911293,0.004308772,0.078066906,0.015848183,0.010154914,30,4
0.908802667,0.342293097,0.356368908,0.394756795,0.43234724,0.015541683,0.095020262,0.019079177,0.057018278,0.065753131,30,4
0.319627375,0.70460644,0.656683291,0.670432132,0.58925592,0.021067544,0.003909521,0.063818917,0.030274187,0.086087718,30,4
0.214711686,0.478451235,0.43384362,0.676173079,0.433092853,0.012043183,0.088761298,0.039501983,0.057445258,0.023139434,30,4
0.789389069,0.784785433,0.244934292,0.860761068,0.440678625,0.021734328,0.061706719,0.08631649,0.023373685,0.0142316,30,4
0.327153366,0.087844621,0.078993703,0.437498411,0.505229925,0.009922644,0.010705953,0.055483723,0.059468511,0.065392567,30,4
0.257923504,0.04546578,0.488122319,0.148602138,0.982778578,0.010273974,0.069071612,0.041128217,0.01041923,0.079272674,30,4
0.618336103,0.278767793,0.104989117,0.990347775,0.371982114,0.01572223,0.039375865,0.064823653,0.09154899,0.085690069,30,4
0.065636167,0.296414368,0.115681243,0.326917012,0.298158768,0.040136183,0.010108054,0.010551722,0.099156526,0.063211798,30,4
0.856568733,0.607724271,0.168286845,0.145694988,0.132960544,0.017818902,0.094027734,0.049365628,0.01610636,0.097462267,30,4
0.445727469,0.615760076,0.361842703,0.518018283,0.862701869,0.035201097,0.001750083,0.039327136,0.032408496,0.099859531,30,4
0.571889146,0.147749382,0.802248191,0.125542382,0.57521335,0.070078426,0.034655865,0.08715485,0.077372176,0.010701242,30,4
0.948334306,0.073338764,0.967655758,0.906920706,0.596126165,0.053895122,0.082305504,0.075580501,0.086001865,0.008033377,30,4
0.258202545,0.878364841,0.526267632,0.982112921,0.29349613,0.043177893,0.048507912,0.050866786,0.085558611,0.010629732,40,0
0.934064757,0.424814615,0.078150991,0.113088156,0.782963009,0.099682105,0.020071565,0.004477155,0.067656693,0.027897396,40,0
0.996673539,0.917775184,0.930221362,0.282982547,0.00558163,0.004013067,0.088505981,0.086306926,0.054132067,0.089687141,40,0
0.706587253,0.604344751,0.748536365,0.41691211,0.460068363,0.06945943,0.064252144,0.025606029,0.059818539,0.001808118,40,0
0.848745798,0.229745335,0.644453504,0.456611233,0.92810104,0.057354742,0.04361563,0.088137315,0.036302555,0.098597558,40,0
0.213068589,0.662538678,0.478272726,0.912473179,0.854098456,0.04147323,0.041389013,0.090256047,0.058454243,0.035725768,40,0
0.186927666,0.396208137,0.473194882,0.893599591,0.206634861,0.006182681,0.044559243,0.039421273,0.042381297,0.008584363,40,0
0.434989117,0.377206491,0.502435984,0.497213547,0.047882462,0.008081033,0.054079268,0.005674087,0.049226601,0.081545962,40,0
0.262706278,0.204187612,0.814223084,0.158978415,0.729380662,0.019229302,0.057748662,0.03285159,0.044311854,0.037418924,40,0
0.597011331,0.772238797,0.686706472,0.667362996,0.884021112,0.005391019,0.008032261,0.07258229,0.074488462,0.084560255,40,0
0.533581603,0.177045941,0.055093727,0.221530728,0.34799017,0.05970229,0.019226405,0.04462467,0.094313344,0.075369343,40,0
0.557220193,0.391582481,0.812731037,0.973750259,0.811307799,0.099407443,0.066202277,0.001997862,0.046095761,0.049317152,40,0
0.090273361,0.031016428,0.196651926,0.292771415,0.134153114,0.080505299,0.05463818,0.030107147,0.014247102,0.000662069,40,0
0.960491233,0.355976419,0.276530004,0.565655037,0.118060151,0.099443607,0.037014389,0.051245782,0.026453607,0.051706725,40,0
0.623968511,0.00133723,0.951152138,0.857616944,0.402832574,0.065921467,0.028788072,0.038115203,0.085658221,0.076003365,40,0
0.287417783,0.219445582,0.349638569,0.578047847,0.230321598,0.043381473,0.070184618,0.007592189,0.068767006,0.079372339,40,0
0.556187267,0.701500885,0.736499787,0.647587093,0.797321949,0.010886314,0.054243885,0.076930901,0.001482675,0.09951898,40,0
0.667597378,0.617394677,0.791317195,0.070787622,0.428500978,0.050316407,0.053113243,0.06353307,0.064895256,0.039205956,40,0
0.498936635,0.19694307,0.911784232,0.211995711,0.182366951,0.053766933,0.00187449,0.027707877,0.099274607,0.043917935,40,0
0.851514866,0.243116492,0.172646714,0.055940229,0.122682441,0.044051597,0.09921183,0.060229526,0.059868994,0.084961699,40,0
0.653208045,0.919018412,0.727632878,0.98617886,0.033747265,0.045116357,0.076661935,0.073132455,0.000221895,0.061569265,40,1
0.960888689,0.760916578,0.709634491,0.198427535,0.884366789,0.023425733,0.032896142,0.092969734,0.025774477,0.07849735,40,1
0.872806584,0.149852418,0.950620984,0.992076417,0.244201672,0.070324826,0.092580844,0.0369584,0.014525636,0.051080157,40,1
0.564590363,0.135590329,0.44406068,0.487520804,0.71989349,0.03784157,0.006974258,0.0240037,0.004745107,0.025287355,40,1
0.12967854,0.455720758,0.420018168,0.510334172,0.480956836,0.07498424,0.016594715,0.031784642,0.067895431,0.009406965,40,1
0.786310353,0.680894084,0.726182088,0.317246412,0.583578046,0.043547288,0.083585846,0.015777839,0.088657457,0.056451588,40,1
0.321632835,0.636137478,0.216384154,0.740318182,0.365808701,0.089511079,0.096804095,0.002516225,0.033411273,0.090614891,40,1
0.842677839,0.985020597,0.257551407,0.994524538,0.052782871,0.05065981,0.016972493,0.037471881,0.021916871,0.044337363,40,1
0.203765101,0.94919207,0.978448398,0.300177491,0.982978303,0.035085772,0.043562189,0.029895092,0.04147752,0.042853422,40,1
0.457860344,0.477081387,0.826803561,0.270442165,0.314409568,0.097354265,0.032986039,0.049468645,0.038354591,0.097743398,40,1
0.721389441,0.765450976,0.519301039,0.409702864,0.318484012,0.038827912,0.078954349,0.022744859,0.067914736,0.067323404,40,1
0.384617131,0.939192285,0.657949754,0.343034458,0.129649342,0.062286134,0.041471646,0.02443452,0.053842915,0.028042647,40,1
0.944377027,0.803444675,0.234898824,0.334049201,0.848036979,0.09389473,0.017675664,0.01256133,0.001624277,0.029540585,40,1
0.836295592,0.742422489,0.198259182,0.96064105,0.659575794,0.050775837,0.014807801,0.0050418,0.058504401,0.075384579,40,1
0.901948177,0.641320003,0.448113613,0.450631292,0.779270621,0.0979281,0.048775083,0.030274459,0.048451174,0.018237851,40,1
0.235309826,0.418722271,0.625124442,0.766339743,0.570692186,0.013462533,0.005900087,0.009447947,0.092937511,0.039803644,40,1
0.937093879,0.637233589,0.846236271,0.017267675,0.509113017,0.091781236,0.012713305,0.002823787,0.008102284,0.069368829,40,1
0.390415312,0.306543911,0.254418296,0.198597048,0.132639347,0.090079449,0.022564224,0.073814413,0.060203434,0.081893625,40,1
0.448721701,0.572196647,0.536424795,0.576962369,0.273180417,0.054707778,0.013380722,0.093970682,0.033492447,0.057926919,40,1
0.979403494,0.48132838,0.73810356,0.561624929,0.34877253,0.074782164,0.096145668,0.062451335,0.062199855,0.065674157,40,1
0.016217655,0.502348926,0.023575418,0.230498493,0.552820283,0.053466829,0.029586323,0.050040923,0.045588872,0.026336723,40,2
0.314262515,0.230776662,0.10721164,0.369805268,0.918299686,0.055517164,0.08191515,0.016142389,0.06514162,0.006762796,40,2
0.512504968,0.541662888,0.025260751,0.700232532,0.467987648,0.099670029,0.046942338,0.092263215,0.019833356,0.075978146,40,2
0.480603761,0.430500053,0.448375281,0.13457899,0.477472503,0.026569559,0.072278029,0.056589605,0.066417133,0.02443937,40,2
0.161555883,0.58814954,0.516759317,0.541703682,0.215200003,0.040789668,0.037031991,0.062879998,0.009640467,0.091724788,40,2
0.545309313,0.9632586,0.046909578,0.591721988,0.674097189,0.069040495,0.091847846,0.096377585,0.037940154,0.020873113,40,2
0.621781175,0.967083733,0.705900963,0.644493161,0.899841327,0.041806172,0.082587355,0.068602034,0.040415196,0.047443014,40,2
0.554133058,0.514113813,0.623351447,0.482384341,0.125380056,0.051067998,0.066926905,0.078228823,0.082113781,0.089136439,40,2
0.244486733,0.312612803,0.206830201,0.380344694,0.886204472,0.02334664,0.0025621,0.044629888,0.070787949,0.048401007,40,2
0.03563513,0.411733495,0.397084507,0.408737851,0.432577139,0.007647276,0.011318565,0.084671942,0.013711179,0.084596974,40,2
0.451315521,0.586606487,0.506144521,0.913168174,0.219936124,0.055888655,0.032420778,0.057809581,0.011255541,0.006487266,40,2
0.86624057,0.222202927,0.267992472,0.484565253,0.530504491,0.034285227,0.096629351,0.081733684,0.087449828,0.01873516,40,2
0.792440079,0.765938625,0.288352805,0.002024474,0.182463062,0.097345186,0.016621079,0.07299595,0.002193839,0.044103869,40,2
0.060971857,0.926601424,0.603253747,0.892300512,0.926168216,0.03056669,0.092998074,0.024699494,0.021030045,0.035115904,40,2
0.957434725,0.379400904,0.607947971,0.155212566,0.11188303,0.029580631,0.022951738,0.032479472,0.038370165,0.09274277,40,2
0.50881818,0.692419761,0.274517183,0.307933294,0.75490902,0.052518325,0.05586842,0.095219678,0.020793244,0.053809044,40,2
0.208310734,0.243436715,0.361026929,0.914055621,0.493347146,0.059893437,0.057674128,0.054322839,0.040464825,0.076671797,40,2
0.480325891,0.697936326,0.645520381,0.166824812,0.8609494,0.084076708,0.026860295,0.057911156,0.003183449,0.060477321,40,2
0.750710117,0.204147696,0.407989992,0.041422925,0.370322601,0.007922877,0.095537569,0.048708338,0.046888297,0.018444453,40,2
0.941888381,0.635859777,0.355657255,0.699691665,0.115372201,0.040025507,0.058291957,0.088854151,0.04130089,0.010772666,40,2
0.182983431,0.339232677,0.564949231,0.007322457,0.897257043,0.089376763,0.033137633,0.039488053,0.089909432,0.060041807,40,3
0.73344385,0.458095634,0.693714259,0.86833596,0.607974647,0.076732116,0.009160884,0.080705673,0.063331268,0.027643005,40,3
0.201107682,0.1616614,0.903863291,0.270020382,0.868499008,0.007718602,0.031695892,0.055252246,0.053401421,0.036237829,40,3
0.186068647,0.934730632,0.070093814,0.5179433,0.18456343,0.06922953,0.055698666,0.033198211,0.084064467,0.043844473,40,3
0.018819688,0.421581656,0.104391858,0.200235551,0.798991345,0.072323229,0.033933544,0.099912904,0.048395162,0.065245235,40,3
0.123329794,0.510743715,0.191424451,0.98180378,0.32836806,0.006875194,0.099517302,0.09202596,0.022673331,0.065739137,40,3
0.441731522,0.599101745,0.198758564,0.895346527,0.926654019,0.075169055,0.035212081,0.003272238,0.030186963,0.029640005,40,3
0.815115475,0.086754719,0.040510141,0.787541431,0.081144694,0.005106963,0.083099563,0.051963039,0.012385313,0.028051305,40,3
0.329592745,0.940473257,0.444207701,0.8775209,0.922201952,0.071773603,0.088212797,0.022553874,0.047957744,0.026277326,40,3
0.669906723,0.520176548,0.977249684,0.994802706,0.899722764,0.082986203,0.010941804,0.003602392,0.057448715,0.04716503,40,3
0.508359673,0.30319882,0.126353786,0.202815573,0.562345843,0.008348909,0.084946876,0.095306738,0.023839498,0.000476518,40,3
0.586849447,0.071962859,0.857466709,0.683464781,0.91630589,0.036027268,0.092707662,0.07572567,0.070588144,0.072785392,40,3
0.052046734,0.747569027,0.238329369,0.640708032,0.89651008,0.049270503,0.067638277,0.003551142,0.068295756,0.010540424,40,3
0.819457153,0.377032989,0.208077531,0.917645012,0.543703963,0.092712478,0.0570812,0.054592617,0.081553782,0.07996942,40,3
0.820641739,0.825113326,0.034307772,0.419664614,0.28766973,0.015370978,0.022881702,0.090738143,0.036986239,0.002349108,40,3
0.435350785,0.761015774,0.196353198,0.609658239,0.795249915,0.03599087,0.017029677,0.061994429,0.093226752,0.027276339,40,3
0.784523186,0.981726527,0.967073693,0.366123594,0.572841772,0.021589073,0.019087206,0.048079312,0.085667207,0.076264687,40,3
0.193104893,0.341238468,0.721475695,0.628277104,0.931735526,0.078821299,0.040840515,0.056876655,0.073647909,0.051849567,40,3
0.138367749,0.98975963,0.287731478,0.854567899,0.283256042,0.024843346,0.087912428,0.077710272,0.041838917,0.029201572,40,3
0.847568696,0.097238158,0.408444664,0.674865534,0.600378535,0.091853478,0.035784989,0.03012874,0.016577224,0.0124317,40,3
0.266908278,0.701268883,0.913407387,0.408820493,0.837788555,0.025247493,0.025173756,0.045832137,0.010866837,0.041490332,40,4
0.831218567,0.095188909,0.96609092,0.251920329,0.496208776,0.085637603,0.081255272,0.048303838,0.055533315,0.088929212,40,4
0.274376433,0.098718875,0.405536723,0.531988096,0.41010523,0.025577873,0.009876518,0.050949979,0.014616722,0.072345823,40,4
0.009905029,0.693342231,0.422829136,0.862104198,0.600308203,0.070935295,0.036396437,0.087196887,0.031881104,0.031731986,40,4
0.475442197,0.776758147,0.170365353,0.621258837,0.126873989,0.056172878,0.099185348,0.0560401,0.094797946,0.009532682,40,4
0.811805532,0.737343218,0.910559491,0.936507096,0.891449538,0.009030801,0.058839701,0.008175342,0.074449033,0.072709582,40,4
0.344167555,0.994058388,0.548360109,0.475692257,0.670821537,0.04251612,0.010161444,0.028807385,0.031795879,0.019604902,40,4
0.78648759,0.04086203,0.506682535,0.561598652,0.058426659,0.006556463,0.032281738,0.056658367,0.061576258,0.061169717,40,4
0.723699969,0.37269739,0.201495231,0.103759387,0.405525109,0.029522051,0.049152954,0.020451315,0.033491109,0.084865194,40,4
0.576907392,0.051251859,0.250918509,0.067701783,0.092375068,0.040640857,0.04124416,0.055563304,0.04031462,0.099435264,40,4
0.329248139,0.435743868,0.766391005,0.825226432,0.20923626,0.096622117,0.045286527,0.073501286,0.031148274,0.049732951,40,4
0.785582824,0.999112696,0.766683207,0.452694779,0.477289494,0.056534086,0.075944703,0.099735767,0.00913077,0.093663327,40,4
0.412921054,0.226399732,0.967849769,0.452762597,0.107882721,0.081630642,0.043841275,0.065959297,0.015523056,0.006156974,40,4
0.070746194,0.149801401,0.945383617,0.56280155,0.544327778,0.020899872,0.022283993,0.085045077,0.027944954,0.074701387,40,4
0.786786419,0.4502286,0.152916149,0.538605096,0.704509074,0.067034461,0.078466386,0.031090177,0.064801836,0.09420618,40,4
0.235940546,0.241066227,0.257786006,0.858959027,0.483109698,0.036681947,0.036741483,0.041364911,0.059795035,0.011230878,40,4
0.011023074,0.270192991,0.768085866,0.999152055,0.024621633,0.093326013,0.021092658,0.046666216,0.027170301,0.031263548,40,4
0.470284511,0.696388051,0.369923368,0.2668573,0.37662518,0.029031056,0.027738447,0.094484616,0.050982445,0.010488597,40,4
0.686846493,0.740918567,0.448262648,0.295159403,0.46134078,0.056063712,0.043236765,0.012450712,0.088947753,0.096153343,40,4
0.63239392,0.762769818,0.640393996,0.99900603,0.37347779,0.092678427,0.060828184,0.060717072,0.07204789,0.078783823,40,4
0.580571738,0.803757973,0.489926863,0.805981216,0.605136456,0.039012698,0.00672517,0.028394759,0.081587592,0.083605162,50,0
0.73372309,0.794947427,0.338412867,0.273925016,0.30462763,0.084590779,0.069121265,0.074071524,0.05594209,0.096638352,50,0
0.632719383,0.727839936,0.561485925,0.835007463,0.564710986,0.055755594,0.05033874,0.052517045,0.088547574,0.035339376,50,0
0.71893171,0.328261633,0.985151013,0.190863827,0.840457533,0.009330968,0.044892057,0.004555508,0.031005347,0.048584626,50,0
0.276513258,0.701797435,0.861289221,0.114108678,0.957013459,0.044910047,0.058288545,0.090439069,0.095964674,0.050346691,50,0
0.844240216,0.957876731,0.58049106,0.441548102,0.345840206,0.020843668,0.083095032,0.070195742,0.089159016,0.020448873,50,0
0.090915712,0.008055905,0.52707437,0.563115672,0.722651323,0.086725111,0.028228018,0.088571781,0.059140588,0.029824627,50,0
0.098460696,0.615807971,0.184428818,0.855118936,0.500974875,0.051964981,0.04225851,0.040828674,0.091094297,0.004301094,50,0
0.22713247,0.766166918,0.660466644,0.651895995,0.604493123,0.032206292,0.087038563,0.054794554,0.053975384,0.082893499,50,0
0.658688176,0.234565164,0.412827122,0.968905579,0.740187649,0.079666109,0.064409696,0.042349046,0.010919273,0.086713619,50,0
0.098751501,0.430481451,0.048943282,0.584274166,0.284592632,0.060036452,0.089141009,0.069338108,0.037801432,0.082839742,50,0
0.506462092,0.972025808,0.195092606,0.237272919,0.771238032,0.051761418,0.063489918,0.038284405,0.060822099,0.097470401,50,0
0.509124003,0.104119963,0.639565592,0.932200336,0.503536689,0.077722609,0.012995711,0.060703458,0.092337044,0.01085445,50,0
0.483184383,0.740781931,0.713136473,0.90952234,0.223074656,0.037056455,0.016129977,0.06736134,0.022510055,0.090311087,50,0
0.775986144,0.77762228,0.346520396,0.009345402,0.191990988,0.095397983,0.001686027,0.072519136,0.039443629,0.018029884,50,0
0.482450455,0.51273649,0.305437283,0.575066767,0.458356694,0.016562423,0.060934899,0.060233761,0.023830668,0.066756428,50,0
0.817421654,0.434310155,0.643198311,0.490967102,0.592058577,0.084508003,0.092989106,0.084113351,0.017068628,0.035752082,50,0
0.187180533,0.519244908,0.333982855,0.189688574,0.212803763,0.006004715,0.050594719,0.079791434,0.065249555,0.015723408,50,0
0.614730666,0.989508741,0.103136646,0.719607491,0.730247351,0.002202816,0.049508263,0.062647217,0.030069579,0.056793285,50,0
0.709440366,0.478654184,0.642934539,0.616521202,0.980380804,0.041380524,0.072561658,0.067585649,0.025366114,0.074703188,50,0
0.308604523,0.472127649,0.049297677,0.108875914,0.469418089,0.070204984,0.059808093,0.059461584,0.050629516,0.034914326,50,1
0.864516972,0.431985178,0.554047984,0.536986308,0.006233644,0.080588313,0.012920508,0.088743359,0.033037358,0.078576287,50,1
0.538750509,0.642409773,0.184810168,0.644500948,0.001889479,0.092950735,0.099124505,0.045394954,0.027256963,0.090462476,50,1
0.815272524,0.240124817,0.247663806,0.402417713,0.048865204,0.008791052,0.09526898,0.051332489,0.029362202,0.012329225,50,1
0.707493256,0.12218717,0.357526779,0.243120057,0.805842871,0.016571712,0.083666989,0.047772922,0.047010561,0.072696055,50,1
0.754532185,0.612415173,0.091461071,0.482903941,0.728915938,0.009645111,0.085669735,0.043686539,0.065118516,0.030509968,50,1
0.223206534,0.201874065,0.605700874,0.495044173,0.00945697,0.074490494,0.056042779,0.001771739,0.07131779,0.074454649,50,1
0.458814162,0.71549661,0.72934498,0.978680495,0.709574919,0.032711948,0.086236496,0.06710372,0.096658754,0.045037521,50,1
0.561702721,0.014837382,0.431002993,0.869990884,0.122073552,0.048577222,0.097748005,0.067238818,0.090389154,0.037505871,50,1
0.822972769,0.05844183,0.082926777,0.30188894,0.620255803,0.092425727,0.025404156,0.087651295,0.025819091,0.009346006,50,1
0.621674823,0.045515138,0.861234852,0.40793003,0.29198644,0.074283553,0.075544202,0.0237661,0.017438687,0.097907678,50,1
0.916104167,0.521060086,0.518376599,0.941696219,0.970396837,0.057103825,0.037511646,0.067937879,0.043654796,0.069227244,50,1
0.486495745,0.41824198,0.667078157,0.850512709,0.721914876,0.088026835,0.048645,0.068529641,4.46E-06,0.055004237,50,1
